Data Mode	Binding Type	Cell Line	Feature	Zero Cutoff	# Non-Zeros	% Non-Zeros	Num Positive	Sum Positive	Num Negative	Sum Negative	ARBS	NARBS
Unique Binding	Bound Only	HepG2	AQR_3	1e-07	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_3	1e-06	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_3	1e-05	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_3	0.0001	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_3	0.001	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_3	0.005	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_3	0.01	13737	100.0	13737	15634.7138671875	0	0.0	15634.7138671875	1.0
Unique Binding	Bound Only	HepG2	AQR_4	0.0	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	1e-07	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	1e-06	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	1e-05	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	0.0001	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	0.001	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	0.005	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_4	0.01	11660	100.0	11643	6870.28955078125	17	-0.753879189491272	6869.53564453125	0.999780535697937
Unique Binding	Bound Only	HepG2	AQR_5	0.0	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	1e-07	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	1e-06	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	1e-05	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	0.0001	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	0.001	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	0.005	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_5	0.01	16699	100.0	0	0.0	16699	-3636.779052734375	-3636.779052734375	-1.0
Unique Binding	Bound Only	HepG2	AQR_6	0.0	9184	100.0	19	0.4502028226852417	9165	-862.800048828125	-862.349853515625	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	1e-07	9184	100.0	19	0.4502028226852417	9165	-862.800048828125	-862.349853515625	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	1e-06	9184	100.0	19	0.4502028226852417	9165	-862.800048828125	-862.349853515625	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	1e-05	9184	100.0	19	0.4502028226852417	9165	-862.800048828125	-862.349853515625	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	0.0001	9184	100.0	19	0.4502028226852417	9165	-862.800048828125	-862.349853515625	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	0.001	9184	100.0	19	0.4502028226852417	9165	-862.800048828125	-862.349853515625	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	0.005	9181	99.96733449477352	19	0.4502028226852417	9162	-862.79541015625	-862.34521484375	-0.9989569783210754
Unique Binding	Bound Only	HepG2	AQR_6	0.01	9180	99.95644599303137	19	0.4502028226852417	9161	-862.7875366210938	-862.3373413085938	-0.9989569783210754
Unique Binding	Bound Only	HepG2	BCCIP_1	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	0.005	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_1	0.01	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	0.0	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	1e-07	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	1e-06	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	1e-05	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	0.0001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	0.001	0	0.0	0	0.0	0	0.0		
Unique Binding	Bound Only	HepG2	BCCIP_2	0.005	0	0.0	0	0.0	0	0.0		
