Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
NCBP2,RPS3,2,0.9893981479906009,3.9255204884259015e-13,0.9468242245199411,2.7993371862407277e-8,16
NCBP2,RPS3,3,0.9625673175601246,2.2107431769568677e-13,0.6437407224146464,0.0009184577881834198,23
NCBP2,SF3A3,1,0.4536199440932872,0.001984498497267129,0.4525717538706927,0.0020388909231035964,44
NCBP2,SF3A3,3,0.5422082388582756,0.00011944674808509563,0.4386884167812934,0.0025746261049967834,45
NCBP2,SF3A3,5,1.0,1.0,0.9999999999999999,NaN,2
NCBP2,SF3B4,1,-0.31770206135219087,0.040338537753873416,-0.453160453808752,0.0025808697633703226,42
NCBP2,SF3B4,2,-0.9628095875236075,3.3703429538844735e-23,-0.9420208274697439,1.2964490467072004e-19,40
NCBP2,SF3B4,3,0.9407970541187136,1.3677544871331876e-16,0.5521931835549443,0.000709473495119796,34
NCBP2,SF3B4,5,0.6101995338840919,0.020482696696756352,0.4581497797356828,0.09945753822705741,14
NCBP2,SRSF1,1,0.48910091456187016,4.984290795047044e-14,0.5440636119450132,1.4098435849248425e-17,210
NCBP2,SRSF1,2,0.8939427215479353,6.791187993474395e-99,0.8744659740387534,2.483886679322913e-89,280
NCBP2,SRSF1,3,-0.7794052009562393,0.001014876643424825,-0.7078651685393258,0.004617792363441372,14
NCBP2,SRSF1,4,NaN,NaN,NaN,NaN,10
NCBP2,SRSF1,6,0.25585031552270265,0.09772662027023886,-0.12888351349308338,0.41011843044484875,43
NCBP2,TAF15,1,NaN,NaN,NaN,NaN,15
NCBP2,TAF15,2,-0.9663577494636935,0.0016786633649660786,-0.92,0.009343999999999991,6
NCBP2,TRA2A,1,0.5821409696292776,1.3229492719854627e-6,0.5742861326694978,1.976193059535427e-6,59
NCBP2,TRA2A,2,0.5341948952073059,0.0007913755703627381,0.5088803088803089,0.0015277949901538058,36
NCBP2,TRA2A,4,NaN,NaN,NaN,NaN,10
