,RBP,Cell Line,Significant Events,AUROC,AUPRC,Sign Concordance
219,GPKOW Position 6,K562,3,0.7528344671201814,0.13318731748018356,100.0
220,GPKOW Position 2,K562,3,0.3760162601626016,0.022255083257337792,66.66666666666666
221,EFTUD2 Position 1,HepG2,3,0.14248704663212436,0.005935477025851727,100.0
222,SF3A3 Position 6,HepG2,3,0.58,0.1259259259259259,66.66666666666666
223,DDX24 Position 6,K562,3,0.47162534435261705,0.0032809204405219276,33.33333333333333
224,DROSHA Position 1,K562,3,0.33333333333333326,0.01620856238547393,100.0
225,SF3B4 Position 6,HepG2,3,0.5,0.041666666666666664,0.0
226,RBFOX2 Position 5,K562,3,0.7,0.08111946532999165,0.0
227,PCBP2 Position 5,HepG2,3,0.5661375661375662,0.20304232804232802,66.66666666666666
228,PCBP1 Position 1,K562,3,0.21754385964912282,0.026036887089518672,0.0
229,PCBP1 Position 6,HepG2,3,0.6911764705882353,0.0920314253647587,33.33333333333333
230,GRWD1 Position 4,HepG2,3,0.6320531057373162,0.006572288006111536,66.66666666666666
231,G3BP1 Position 6,HepG2,3,0.7120315581854043,0.009932520193071264,66.66666666666666
232,PCBP1 Position 3,HepG2,3,0.3464052287581699,0.08767951625094482,0.0
233,PCBP1 Position 1,HepG2,3,0.24166666666666667,0.05922895357985837,33.33333333333333
234,FMR1 Position 2,K562,3,0.510548523206751,0.01948566338810241,0.0
235,BUD13 Position 6,K562,3,0.8140929535232383,0.05857670359180933,100.0
236,FXR1 Position 4,K562,3,0.35256410256410253,0.014371530856898875,100.0
237,MTPAP Position 1,K562,3,0.45267489711934156,0.048985507246376805,0.0
238,IGF2BP2 Position 6,K562,3,0.7150684931506849,0.022164215937962722,33.33333333333333
239,HNRNPUL1 Position 5,K562,3,0.31746031746031744,0.11858076563958916,33.33333333333333
240,HNRNPUL1 Position 3,K562,3,0.21969696969696967,0.11407407407407408,0.0
241,FXR1 Position 1,K562,3,0.4003944773175542,0.018655200244913864,66.66666666666666
242,HNRNPK Position 1,HepG2,3,0.5131578947368421,0.05858220211161388,66.66666666666666
243,TIA1 Position 6,K562,3,0.3798965262379896,0.006986716823217045,100.0
244,TIA1 Position 3,HepG2,3,0.9333333333333333,0.42857142857142855,33.33333333333333
245,TRA2A Position 2,HepG2,3,0.5839506172839506,0.036721588637746695,66.66666666666666
246,UCHL5 Position 3,HepG2,3,0.2045977011494253,0.016734514687100892,0.0
247,DDX3X Position 4,HepG2,2,0.26244813278008294,0.00834885164494103,100.0
248,UPF1 Position 2,K562,2,0.7586206896551724,0.125,0.0
249,DKC1 Position 4,HepG2,2,0.3548387096774194,0.06451612903225806,0.0
250,BUD13 Position 1,HepG2,2,0.42052313883299797,0.0050560089208778955,100.0
251,HNRNPL Position 4,HepG2,2,0.5,0.1,0.0
252,IGF2BP3 Position 5,HepG2,2,0.8559322033898304,0.07941176470588235,0.0
253,ZC3H8 Position 4,K562,2,0.975609756097561,0.5833333333333333,100.0
254,FMR1 Position 4,K562,2,0.46276595744680854,0.015229885057471264,100.0
255,HNRNPK Position 1,K562,2,0.22340425531914893,0.03840579710144927,100.0
256,METAP2 Position 3,K562,2,0.48284313725490197,0.054901960784313725,0.0
257,PUM1 Position 5,K562,2,0.15610859728506787,0.003956860224269695,100.0
258,PUM2 Position 6,K562,2,0.681651376146789,0.008665966386554622,0.0
259,MBNL1 Position 5,K562,2,0.95,0.6666666666666666,0.0
260,MBNL1 Position 2,K562,2,0.5178571428571428,0.09090909090909091,100.0
261,METAP2 Position 6,K562,2,0.6201716738197425,0.016273849607182943,100.0
262,MTPAP Position 2,K562,2,0.13063063063063063,0.01494107744107744,0.0
263,PABPC4 Position 5,K562,2,0.4747126436781609,0.006407214048410062,50.0
264,MBNL1 Position 6,K562,2,0.7708333333333334,0.20833333333333331,0.0
