Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
AQR,SMNDC1,4,,,,,13
AQR,SMNDC1,5,-0.6854217239433282,4.474418213276526e-19,-0.7660242377416263,6.065229383984572e-26,128
AQR,SMNDC1,6,,,,,8
CDC40,LARP4,1,0.9998338284113097,4.141720108398472e-08,1.0,0.0,6
CDC40,LARP4,2,,,,,124
CDC40,LARP4,3,1.0,1.0,0.9999999999999999,,2
CDC40,LARP4,4,0.6861678217243067,1.0431262204678636e-05,0.8809762621196924,1.3468938874404726e-11,33
CDC40,LARP4,5,0.9802517185986612,4.0715483774349976e-19,0.9467889908256881,8.16655511730066e-14,27
CDC40,LARP4,6,,,,,35
EIF3D,FASTKD2,1,,,,,19
EIF3D,FASTKD2,2,,,,,36
EIF3D,FASTKD2,3,,,,,19
EIF3D,FASTKD2,4,,,,,14
EIF3D,FASTKD2,5,0.26141473606283405,0.16289829645785758,0.16020625611838393,0.39773009628219724,30
EIF3D,FASTKD2,6,-0.9805020247161467,2.3017441363874226e-48,-0.9566587112171837,4.435411998674789e-37,68
FXR2,SF3B4,1,-0.6847286966275005,2.2243628973827704e-09,-0.5880031570639306,9.738007862224046e-07,59
FXR2,SF3B4,3,0.9638158753019812,3.1439603488340066e-59,0.9455169529306041,1.5470416851632709e-50,102
FXR2,SF3B4,4,-1.0,1.0,-0.9999999999999999,,2
FXR2,SF3B4,5,0.1159930241741905,0.09363453021083103,-0.11039766912770714,0.11067983191082657,210
FXR2,SF3B4,6,-0.17883923187829356,0.6452428874909188,-0.8166666666666667,0.007224785246358786,9
NIP7,TIA1,2,-0.6258722847884044,3.3376224922029248e-12,-0.7295916091269414,7.355717975003622e-18,100
NIP7,TIA1,4,,,,,98
NIP7,TIA1,6,,,,,25
GTF2F1,HNRNPM,1,,,,,6
GTF2F1,HNRNPM,2,0.5918315769564326,8.093441737722062e-10,0.5162222460051535,1.910738757033167e-07,90
GTF2F1,HNRNPM,4,,,,,2
IGF2BP3,LARP4,1,0.9934530308510962,1.8444930155663846e-17,0.85387323943662,3.3088059910133126e-06,19
IGF2BP3,LARP4,2,-0.9140057219300807,0.0014890494034710982,-0.8333333333333335,0.01017554012345675,8
IGF2BP3,LARP4,3,0.8780630016623462,1.6650078174598527e-06,0.9731127197518095,1.2623595206447865e-11,18
IGF2BP3,LARP4,4,0.8011877808982318,1.523727079797405e-09,0.7019272886552781,9.080792630731226e-07,38
IGF2BP3,LARP4,5,0.8304697355191563,2.2819929594093674e-16,0.8465386432482006,1.6078844613502144e-17,60
IGF2BP3,LARP4,6,0.5126727636930442,3.9757967163489144e-14,0.6610159410128795,3.1128852385912017e-25,190
DDX6,G3BP1,6,1.0,1.0,0.9999999999999999,,2
HNRNPU,SF3A3,1,,,,,37
HNRNPU,SF3A3,3,,,,,10
HNRNPU,SF3A3,5,,,,,10
FAM120A,RBFOX2,1,,,,,259
FAM120A,RBFOX2,2,0.18324418838977144,0.00044981766964573603,-0.2558601541153641,7.79413094451601e-07,363
FAM120A,RBFOX2,3,0.7878784114984889,7.274987210270281e-42,0.41203721638218094,2.8855911086999615e-09,192
FAM120A,RBFOX2,4,0.7342497739511232,2.936188948039357e-22,0.9006798866855522,5.4350775823152055e-46,124
FAM120A,RBFOX2,5,,,,,132
FAM120A,RBFOX2,6,-0.2832349994894881,0.008622870628376599,-0.9417910301893062,4.720352071803591e-41,85
HNRNPM,NKRF,1,,,,,5
HNRNPM,NKRF,2,0.6833849065261117,1.1585506262173366e-13,0.6302856178561462,2.8028963557856193e-11,90
HNRNPM,NKRF,4,,,,,5
HNRNPM,NKRF,6,,,,,6
LSM11,NKRF,2,0.9657858061103545,3.3730609302954543e-10,0.982843137254902,2.000914024116428e-12,17
LSM11,NKRF,3,,,,,2
LSM11,NKRF,4,,,,,3
LSM11,NKRF,5,,,,,15
LSM11,NKRF,6,,,,,2
FASTKD2,IGF2BP1,1,,,,,8
FASTKD2,IGF2BP1,3,,,,,4
