feature,AUROC,AUPRC,total_events,num_significant
FXR2_5,0.349330424158947,0.010056701169246094,19260,271
FXR2_6,0.707815723618464,0.03439187197812915,17472,175
EIF3G_1,0.32722613106679127,0.0034186367492169234,6328,27
EIF3G_2,0.5759002239509665,0.006725379282662495,8122,42
EIF3G_3,0.7439278448203784,0.043294273432084356,2761,53
EIF3G_4,0.44363282201120036,0.0029702898392848067,1372,3
EIF3G_5,0.47165754495699763,0.016945409346696933,1295,16
EIF3G_6,0.41228070175438597,0.023255813953488372,579,9
EXOSC5_1,0.5186936686324691,0.040323586060899724,850,33
EXOSC5_2,0.6722400000000001,0.046150008332141494,3205,80
EXOSC5_3,0.5549414435946463,0.06996480078083944,2164,72
EXOSC5_4,0.5385346585117228,0.05356493702341276,2062,100
EXOSC5_5,0.7109333333333333,0.028342794924520444,380,5
EXOSC5_6,0.5,0.01293103448275862,232,3
DDX1_1,0.5392496966939643,0.03808472285694767,1298,42
DDX1_2,0.7399630981052893,0.1523065507619289,2263,89
DDX1_3,0.580267021888529,0.08004962182120764,2028,85
DDX1_4,0.654033403435938,0.1178941034206629,2003,76
DDX1_5,0.5331215970961888,0.02093244529019981,1124,22
DDX1_6,0.45563416100245063,0.03215573381857772,828,27
PUM1_1,0.334183963400941,0.006617835966597993,17976,164
PUM1_2,0.3102766668582832,0.008644349599773705,24828,323
PUM1_3,0.7993646586610854,0.060880814150145186,18675,223
PUM1_4,0.42273051083119734,0.01741688257434616,21297,207
PUM1_5,0.38233526875359974,0.00640151444124375,27112,227
PUM1_6,0.38972210732395435,0.0054229636280652225,26010,188
PRPF8_1,0.3557106385692562,0.0121674257350286,21324,359
PRPF8_2,0.37907318357347053,0.016105569587366773,79709,1757
PRPF8_3,0.7019967585047479,0.048180917131408596,29759,751
PRPF8_4,0.6472888745261364,0.032296822799526836,75783,1196
PRPF8_5,0.40117985490747454,0.01420928354606044,23005,421
PRPF8_6,0.49041896546575625,0.01754474632524967,74283,1349
SAFB_1,0.5,0.013574660633484163,221,3
SAFB_2,0.6002126528442318,0.0739704601358112,182,11
SAFB_3,0.23035952063914783,0.008103727714748784,756,5
SAFB_4,0.36068476977567887,0.030632525369367475,249,7
SAFB_5,0.7047619047619047,0.008,211,1
SAFB_6,0.5604163579789598,0.18446268111636804,465,68
SMNDC1_1,0.3782817488905287,0.011503802838030886,17277,269
SMNDC1_2,0.32491237477708473,0.014009451263267752,7045,141
SMNDC1_3,0.6568474774464643,0.035660448151184326,17583,318
SMNDC1_4,0.45674797851887267,0.03296309910579548,5331,198
SMNDC1_5,0.42564756552508126,0.022650553855318955,29413,763
SMNDC1_6,0.4934407586255162,0.014842571789532877,4396,66
HNRNPA1_3,0.742063492063492,0.007633587786259542,253,1
EIF4E_1,0.3618441050560332,0.010665326246170339,34067,507
EIF4E_2,0.4343430724067984,0.011637624988714568,26832,375
EIF4E_3,0.8055729970835479,0.0843046881705721,5141,116
EIF4E_4,0.645999437201013,0.007572401715925427,1530,7
EIF4E_5,0.4388205963665087,0.014333316829780745,1712,24
EIF4E_6,0.5502450980392157,0.016378794154328587,823,7
FTO_1,0.39240242461154734,0.010545103086516629,9022,124
FTO_2,0.348637472875487,0.010791057439002459,10357,139
FTO_3,0.36213976009537574,0.010364887263263322,6837,89
FTO_4,0.44165908931943765,0.01565197078133796,2494,29
FTO_5,0.6030646301507674,0.02059975556013648,4524,66
FTO_6,0.5845303421562298,0.007990234753922108,1557,8
CPEB4_2,0.5343283582089552,0.034099852649116615,344,9
CPEB4_3,0.5221719457013575,0.07515385130423766,183,13
CPEB4_4,0.5,0.009836065573770493,305,3
CPEB4_6,0.7880208333333333,0.017443640492172466,1328,8
WDR43_1,0.7296573875802997,0.07976172182724864,485,18
WDR43_3,0.6038661858974359,0.04657633443563565,648,24
