Protein A,Protein B,UniProt species A,UniProt species B,UniProt accessions A,UniProt accessions B,UniProt IDs A,UniProt IDs B,Times detected (RIS > 0),avgIS,sumIS,Found in both orientations ,H47_avgIS,H47_sumIS,H47_found in both orientations,H47_times detected (RIS > 0),"Biogrid_all direct evidence (Y2H, reconstituted complex, structure)",Biogrid_all,Hippie,HuRI,Known interaction,Protein A has known interactions,Protein B has known interactions,HPA nuclear A,HPA nuclear B,HPA cytoplasmic A,HPA cytoplasmic B,HPA main locations A,HPA additional locations A,HPA main locations B,HPA additional locations B,HPA shared locations,Youn et al. 2018 (PMID 29395067),NanoBRET,NanoBRET MBU,NanoBRET MBU std ,ENCODE eCLIP data A,ENCODE eCLIP data B,ENCODE eCLIP binding sites A,ENCODE eCLIP binding sites B,Jaccard index,Cobinding prob p(A|B),Cobinding prob p(B|A),Cobinding prob p(A|B) (≤54 nt),Cobinding prob p(B|A) (≤54 nt),Close binding events (≤54 nt) A vs. B,Fraction of close binding events A vs. B,Fraction of close binding events in random data A vs. B,Ratio of fractions A vs. B,Resampling p-value A vs. B,Resampling Wilcoxon p-value A vs. B,Close binding events (≤54 nt) B vs. A,Fraction of close binding events B vs. A,Fraction of close binding events in random data B vs. A,Ratio of fractions B vs. A,Resampling p-value B vs. A,Resampling Wilcoxon p-value B vs. A
ELAVL2,BTF3,MOUSE,MOUSE,Q60899,Q64152,ELAV2_MOUSE,BTF3_MOUSE,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,1,1,Nucleoplasm,Cytosol,Cytosol,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPS27,XPO5,HUMAN,HUMAN,Q92552,Q9HAV4,RT27_HUMAN,XPO5_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,0,Mitochondria;Nucleoplasm,Nucleoli;Plasma membrane,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,4627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRPA,NOP9,HUMAN,HUMAN,P09012,Q86U38,SNRPA_HUMAN,NOP9_HUMAN,2,0,0.9,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol;Nucleoli,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NIFK,HSPA9,MOUSE,HUMAN,Q91VE6,P38646,MK67I_MOUSE,GRP75_HUMAN,1,0.28,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoli,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUGP1,RBM42,HUMAN,HUMAN,Q8IWZ8,Q9BTD8,SUGP1_HUMAN,RBM42_HUMAN,3,0,0.9,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4A1,ACTA1,MOUSE,MOUSE,P60843,P68134,IF4A1_MOUSE,ACTS_MOUSE,2,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,N/A,1,N/A,Cytosol,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM7,THOC7,HUMAN,HUMAN,Q9Y580,Q6I9Y2,RBM7_HUMAN,THOC7_HUMAN,3,0.27,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nucleoplasm,N/A,Cytosol;Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NONO,RRS1,MOUSE,MOUSE,Q99K48,Q9CYH6,NONO_MOUSE,RRS1_MOUSE,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,Nuclear speckles;Nucleoli fibrillar center,Nucleoli,N/A,N/A,0,N/A,N/A,N/A,1,0,11426,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPSF4,PCGF5,HUMAN,HUMAN,O95639,Q86SE9,CPSF4_HUMAN,PCGF5_HUMAN,1,0.33,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,N/A,Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UTP18,PCM1,MOUSE,HUMAN,Q5SSI6,Q15154,UTP18_MOUSE,PCM1_HUMAN,1,0.27,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nucleoli,Nuclear membrane;Nucleoplasm,Centrosome,Cytosol;Nuclear membrane,Nuclear membrane,0,N/A,N/A,N/A,1,0,180,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TNRC6A,KPNA1,HUMAN,HUMAN,Q8NDV7,P52294,TNR6A_HUMAN,IMA5_HUMAN,1,0.31,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Golgi apparatus;Nucleoplasm;Vesicles,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPYSL2,PRPF39,HUMAN,HUMAN,Q16555,Q86UA1,DPYL2_HUMAN,PRP39_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Cytosol,Plasma membrane,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAM120A,RPS21,HUMAN,HUMAN,Q9NZB2,P63220,F120A_HUMAN,RS21_HUMAN,2,0.27,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,0,1,1,Cytosol,N/A,Cytosol;Endoplasmic reticulum,N/A,Cytosol,0,N/A,N/A,N/A,1,0,14093,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HDAC6,DDX42,HUMAN,MOUSE,Q9UBN7,Q810A7,HDAC6_HUMAN,DDX42_MOUSE,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,1,0,110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SFSWAP,SNRNP70,HUMAN,HUMAN,Q12872,P08621,SFSWA_HUMAN,RU17_HUMAN,2,0,0.9,0,N/A,N/A,N/A,N/A,0,1,0,0,1,1,1,1,1,1,0,Nucleoplasm,Cytosol;Plasma membrane,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRAK2,PPIL3,HUMAN,HUMAN,O60296,Q9H2H8,TRAK2_HUMAN,PPIL3_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nuclear bodies;Nucleoplasm,Vesicles,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TXNL4A,RBM4,HUMAN,HUMAN,P83876,Q9BWF3,TXN4A_HUMAN,RBM4_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,1,Nuclear membrane;Nucleoplasm,Cytosol,Nucleoplasm,Cytosol,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZMAT3,ASCC1,HUMAN,HUMAN,Q9HA38,Q8N9N2,ZMAT3_HUMAN,ASCC1_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRA2B,MORF4L1,MOUSE,HUMAN,P62996,Q9UBU8,TRA2B_MOUSE,MO4L1_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoplasm,Cytosol,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LSM14B,ACTA1,HUMAN,MOUSE,Q9BX40,P68134,LS14B_HUMAN,ACTS_MOUSE,2,0.31,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,N/A,1,N/A,Vesicles,Nucleoli fibrillar center,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U2AF2,ZADH2,MOUSE,HUMAN,P26369,Q8N4Q0,U2AF2_MOUSE,PTGR3_HUMAN,1,0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,Nuclear speckles,Nucleoplasm,Nucleoplasm,Golgi apparatus;Vesicles,Nucleoplasm,0,N/A,N/A,N/A,1,0,14360,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HP1BP3,INTS6,HUMAN,HUMAN,Q5SSJ5,Q9UL03,HP1B3_HUMAN,INT6_HUMAN,1,0.3,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nuclear speckles,N/A,Nucleoplasm,Actin filaments,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DKC1,HSP90AB1,HUMAN,MOUSE,O60832,P11499,DKC1_HUMAN,HS90B_MOUSE,3,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoli fibrillar center,Nucleoplasm,Cytosol,N/A,N/A,0,N/A,N/A,N/A,1,0,2655,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCAS2,RYBP,HUMAN,HUMAN,O75934,Q8N488,SPF27_HUMAN,RYBP_HUMAN,5,0.08,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Centrosome;Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSPC1,UTP15,MOUSE,MOUSE,Q8R326,Q8C7V3,PSPC1_MOUSE,UTP15_MOUSE,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nucleoplasm,Nucleoli fibrillar center,Endoplasmic reticulum;Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRNP70,SNRPD1,HUMAN,HUMAN,P08621,P62314,RU17_HUMAN,SMD1_HUMAN,1,0.31,0.9,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUB3,PRR3,HUMAN,HUMAN,O43684,P79522,BUB3_HUMAN,PRR3_HUMAN,1,0.33,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RYBP,TNRC6A,HUMAN,HUMAN,Q8N488,Q8NDV7,RYBP_HUMAN,TNR6A_HUMAN,1,0.32,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoplasm,N/A,Golgi apparatus;Nucleoplasm;Vesicles,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM7,THRAP3,HUMAN,HUMAN,Q9Y580,Q9Y2W1,RBM7_HUMAN,TR150_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GPX4,MBNL1,HUMAN,HUMAN,P36969,Q9NR56,GPX4_HUMAN,MBNL1_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,1,Mitochondria;Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPT,RPL39L,MOUSE,HUMAN,P10637,Q96EH5,TAU_MOUSE,RL39L_HUMAN,2,0.36,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,N/A,1,N/A,Plasma membrane,Nuclear speckles,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIN7A,FASTKD2,MOUSE,MOUSE,Q8JZS0,Q922E6,LIN7A_MOUSE,FAKD2_MOUSE,3,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,N/A,0,N/A,1,N/A,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,1,0,1532,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPL10,RAE1,HUMAN,HUMAN,Q7Z7H8,P78406,RM10_HUMAN,RAE1L_HUMAN,2,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,0,1,1,0,Mitochondria,N/A,Nucleoli fibrillar center,Nucleoplasm,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHD2,QKI,HUMAN,HUMAN,O14647,Q96PU8,CHD2_HUMAN,QKI_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,12398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPATS2L,CALD1,HUMAN,HUMAN,Q9NUQ6,Q05682,SPS2L_HUMAN,CALD1_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,1,1,Cytosol;Nucleoli,N/A,Actin filaments;Plasma membrane,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DDX21,THOC7,HUMAN,HUMAN,Q9NR30,Q6I9Y2,DDX21_HUMAN,THOC7_HUMAN,2,0.28,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nucleoli,Nucleoplasm,Cytosol;Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,1,0,73,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YTHDF2,RPL31,MOUSE,HUMAN,Q91YT7,P62899,YTHD2_MOUSE,RL31_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,N/A,1,N/A,Cytosol,Cytoplasmic bodies,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MRPS5,PRR3,HUMAN,HUMAN,P82675,P79522,RT05_HUMAN,PRR3_HUMAN,1,0.23,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Mitochondria,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PUM3,EZH2,MOUSE,HUMAN,Q8BKS9,Q15910,PUM3_MOUSE,EZH2_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoli,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUPT5H,ZADH2,HUMAN,HUMAN,O00267,Q8N4Q0,SPT5H_HUMAN,PTGR3_HUMAN,4,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Golgi apparatus;Vesicles,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM7,SRBD1,HUMAN,HUMAN,Q9Y580,Q8N5C6,RBM7_HUMAN,SRBD1_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nucleoplasm,N/A,Cytosol;Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MORF4L1,RPL36AL,HUMAN,HUMAN,Q9UBU8,Q969Q0,MO4L1_HUMAN,RL36L_HUMAN,1,0.31,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,Nuclear speckles,N/A,Cytosol;Endoplasmic reticulum,Plasma membrane,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HADHA,DCX,HUMAN,MOUSE,P40939,O88809,ECHA_HUMAN,DCX_MOUSE,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Mitochondria,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRA2A,PRPF39,MOUSE,HUMAN,Q6PFR5,Q86UA1,TRA2A_MOUSE,PRP39_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Nucleoli,Nucleoplasm;Vesicles,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,0,2654,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCAS2,MRPL37,HUMAN,HUMAN,O75934,Q9BZE1,SPF27_HUMAN,RM37_HUMAN,2,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,1,1,Centrosome;Nuclear speckles,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS3A,U2AF1,HUMAN,HUMAN,P61247,Q01081,RS3A_HUMAN,U2AF1_HUMAN,1,0,0.9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,Cytosol;Endoplasmic reticulum;Nucleoli,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,1,0,2329,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H2AFY2,EXOSC3,HUMAN,HUMAN,Q9P0M6,Q9NQT5,H2AW_HUMAN,EXOS3_HUMAN,1,0.27,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUPT5H,RPL39L,HUMAN,HUMAN,O00267,Q96EH5,SPT5H_HUMAN,RL39L_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP4,LARP4,HUMAN,HUMAN,P57723,Q71RC2,PCBP4_HUMAN,LARP4_HUMAN,3,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Cytosol,N/A,Cytosol,Nucleoli fibrillar center,Cytosol,0,N/A,N/A,N/A,0,1,0,5853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DHX8,ZC3H11A,HUMAN,MOUSE,Q14562,Q6NZF1,DHX8_HUMAN,ZC11A_MOUSE,2,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,Nuclear bodies,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,1,0,2373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRMT2A,EXOSC3,HUMAN,HUMAN,Q8IZ69,Q9NQT5,TRM2A_HUMAN,EXOS3_HUMAN,2,0.32,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Cytosol;Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPATS2,RBM10,HUMAN,HUMAN,Q86XZ4,P98175,SPAS2_HUMAN,RBM10_HUMAN,2,0.3,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,0,Cytosol,N/A,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RNPC3,EEF1G,HUMAN,HUMAN,Q96LT9,P26641,RNPC3_HUMAN,EF1G_HUMAN,1,0.29,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,Nucleoplasm,N/A,Mitochondria,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPYSL2,FEZ2,HUMAN,MOUSE,Q16555,Q6TYB5,DPYL2_HUMAN,FEZ2_MOUSE,2,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Cytosol,Plasma membrane,Nucleoli,Cytosol;Golgi apparatus,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CTNND1,FEZ2,HUMAN,MOUSE,O60716,Q6TYB5,CTND1_HUMAN,FEZ2_MOUSE,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,1,1,1,Plasma membrane,N/A,Nucleoli,Cytosol;Golgi apparatus,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PTCD3,TNRC6A,MOUSE,HUMAN,Q14C51,Q8NDV7,PTCD3_MOUSE,TNR6A_HUMAN,1,0,0.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,1,1,Mitochondria,N/A,Golgi apparatus;Nucleoplasm;Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
