Protein A,Protein B,UniProt species A,UniProt species B,UniProt accessions A,UniProt accessions B,UniProt IDs A,UniProt IDs B,Times detected (RIS > 0),avgIS,sumIS,Found in both orientations ,H47_avgIS,H47_sumIS,H47_found in both orientations,H47_times detected (RIS > 0),"Biogrid_all direct evidence (Y2H, reconstituted complex, structure)",Biogrid_all,Hippie,HuRI,Known interaction,Protein A has known interactions,Protein B has known interactions,HPA nuclear A,HPA nuclear B,HPA cytoplasmic A,HPA cytoplasmic B,HPA main locations A,HPA additional locations A,HPA main locations B,HPA additional locations B,HPA shared locations,Youn et al. 2018 (PMID 29395067),NanoBRET,NanoBRET MBU,NanoBRET MBU std ,ENCODE eCLIP data A,ENCODE eCLIP data B,ENCODE eCLIP binding sites A,ENCODE eCLIP binding sites B,Jaccard index,Cobinding prob p(A|B),Cobinding prob p(B|A),Cobinding prob p(A|B) (≤54 nt),Cobinding prob p(B|A) (≤54 nt),Close binding events (≤54 nt) A vs. B,Fraction of close binding events A vs. B,Fraction of close binding events in random data A vs. B,Ratio of fractions A vs. B,Resampling p-value A vs. B,Resampling Wilcoxon p-value A vs. B,Close binding events (≤54 nt) B vs. A,Fraction of close binding events B vs. A,Fraction of close binding events in random data B vs. A,Ratio of fractions B vs. A,Resampling p-value B vs. A,Resampling Wilcoxon p-value B vs. A
SNRPA,PCBP3,HUMAN,HUMAN,P09012,P57721,SNRPA_HUMAN,PCBP3_HUMAN,11,9.58,13.09,1,5.4,5.3,0,5,0,0,0,1,1,1,1,1,1,0,1,Nucleoplasm,N/A,Mitochondria;Nucleoplasm,Vesicles,Nucleoplasm,0,pos,4.54,0.3,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBPMS,RBM14,HUMAN,MOUSE,Q93062,Q8C2Q3,RBPMS_HUMAN,RBM14_MOUSE,8,2.88,13.08,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Nucleoplasm,Cytosol,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CSTF2T,CTBP1,MOUSE,HUMAN,Q8C7E9,Q13363,CSTFT_MOUSE,CTBP1_HUMAN,8,1.5,13.07,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Nucleoplasm,Vesicles,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,0,31277,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,EIF3G,HUMAN,MOUSE,O94906,Q9Z1D1,PRP6_HUMAN,EIF3G_MOUSE,5,5.09,13.02,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,Nuclear speckles,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,1,0,282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SLU7,PPIL3,HUMAN,HUMAN,O95391,Q9H2H8,SLU7_HUMAN,PPIL3_HUMAN,10,5.37,13.02,1,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,0,0,Nucleoplasm,Nuclear speckles,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBFOX2,PRRC2B,HUMAN,HUMAN,O43251,Q5JSZ5,RFOX2_HUMAN,PRC2B_HUMAN,18,6.71,12.94,1,3.47,5.41,0,5,0,0,0,0,0,1,0,1,1,1,1,Nucleoplasm,Cytosol,Cytosol;Nuclear bodies,N/A,Cytosol,0,N/A,N/A,N/A,1,0,10995,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4ENIF1,UTP18,HUMAN,MOUSE,Q9NRA8,Q5SSI6,4ET_HUMAN,UTP18_MOUSE,1,1.48,12.93,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,0,Vesicles,N/A,Nucleoli,Nuclear membrane;Nucleoplasm,N/A,0,N/A,N/A,N/A,0,1,0,180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NXF1,VIM,HUMAN,HUMAN,Q9UBU9,P08670,NXF1_HUMAN,VIME_HUMAN,7,7.42,12.93,0,1.92,8.41,0,5,0,0,0,0,0,1,0,1,0,0,1,Nucleoplasm,N/A,Intermediate filaments,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4ENIF1,RPS6,HUMAN,HUMAN,Q9NRA8,P62753,4ET_HUMAN,RS6_HUMAN,1,1.68,12.91,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Vesicles,N/A,Cytosol;Endoplasmic reticulum,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSPC1,EWSR1,MOUSE,MOUSE,Q8R326,Q61545,PSPC1_MOUSE,EWS_MOUSE,4,4.36,12.9,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,Nucleoplasm,Nucleoli fibrillar center,Nucleoplasm,Nucleoli,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,8788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DMRTB1,PRRC2B,HUMAN,HUMAN,Q96MA1,Q5JSZ5,DMRTB_HUMAN,PRC2B_HUMAN,10,3.77,12.85,1,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,N/A,1,N/A,1,N/A,N/A,Cytosol;Nuclear bodies,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YTHDF1,RBFOX2,HUMAN,HUMAN,Q9BYJ9,O43251,YTHD1_HUMAN,RFOX2_HUMAN,8,3.85,12.84,0,0,0,0,2,0,0,0,0,0,0,1,N/A,1,N/A,1,N/A,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,1,0,10995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NXF1,TFIP11,HUMAN,HUMAN,Q9UBU9,Q9UBB9,NXF1_HUMAN,TFP11_HUMAN,9,8.14,12.83,0,6.98,8.41,0,5,1,1,1,0,1,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4ENIF1,RPL19,HUMAN,HUMAN,Q9NRA8,P84098,4ET_HUMAN,RL19_HUMAN,2,1.79,12.79,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Vesicles,N/A,Cytosol;Nucleoli,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM42,RBM14,HUMAN,MOUSE,Q9BTD8,Q8C2Q3,RBM42_HUMAN,RBM14_MOUSE,8,8.25,12.78,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,1,0,Nucleoplasm,Cytosol,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RNMT,RAMAC,HUMAN,MOUSE,O43148,Q9CQY2,MCES_HUMAN,RAMAC_MOUSE,5,5.93,12.77,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,N/A,0,N/A,Nucleoplasm,Nucleoli fibrillar center,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNW1,KLC2,HUMAN,MOUSE,Q13573,O88448,SNW1_HUMAN,KLC2_MOUSE,5,3.55,12.76,0,0.28,0,0,3,0,0,0,0,0,0,0,1,1,1,1,Nucleoplasm,Cytosol,Cytosol;Plasma membrane,Mitochondria;Nucleoplasm,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,VIM,HUMAN,HUMAN,O94906,P08670,PRP6_HUMAN,VIME_HUMAN,3,3.91,12.75,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,1,Nuclear speckles,N/A,Intermediate filaments,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NXF1,SF3B2,HUMAN,MOUSE,Q9UBU9,Q3UJB0,NXF1_HUMAN,Q3UJB0_MOUSE,9,8.5,12.74,0,0,7.18,0,5,0,0,0,0,0,1,0,1,1,0,0,Nucleoplasm,N/A,Nuclear speckles,N/A,N/A,0,pos,3.08,2.64,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRPK2,PRPF38A,HUMAN,HUMAN,P78362,Q8NAV1,SRPK2_HUMAN,PR38A_HUMAN,9,9.41,12.74,1,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,1,0,Cytosol;Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCAS2,EIF4ENIF1,HUMAN,HUMAN,O75934,Q9NRA8,SPF27_HUMAN,4ET_HUMAN,2,1.36,12.73,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,1,1,Centrosome;Nuclear speckles,N/A,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4ENIF1,EIF2S1,HUMAN,MOUSE,Q9NRA8,Q6ZWX6,4ET_HUMAN,IF2A_MOUSE,2,1.43,12.73,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,Vesicles,N/A,Cytosol,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,CPSF7,HUMAN,HUMAN,O94906,Q8N684,PRP6_HUMAN,CPSF7_HUMAN,8,8.11,12.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Nuclear speckles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUSP14,FUBP3,MOUSE,MOUSE,Q9JLY7,Q3TIX6,DUS14_MOUSE,Q3TIX6_MOUSE,2,0,12.64,0,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,1,1,1,1,Cytosol;Nucleoplasm,N/A,Nucleoplasm,Cytosol,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,0,1,0,2761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM14,FIP1L1,MOUSE,MOUSE,Q8C2Q3,Q9D824,RBM14_MOUSE,FIP1_MOUSE,6,2.64,12.64,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRPA,PNISR,HUMAN,MOUSE,P09012,A2AJT4,SNRPA_HUMAN,PNISR_MOUSE,4,2.47,12.62,0,3.43,6.84,0,5,0,0,0,0,0,1,0,1,1,0,1,Nucleoplasm,N/A,Nuclear speckles,Cytosol;Plasma membrane,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBFOX2,EIF4ENIF1,HUMAN,HUMAN,O43251,Q9NRA8,RFOX2_HUMAN,4ET_HUMAN,2,1.38,12.61,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,Nucleoplasm,Cytosol,Vesicles,N/A,N/A,0,N/A,N/A,N/A,1,0,10995,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEF1,PRRC2B,MOUSE,HUMAN,Q8BFY6,Q5JSZ5,PEF1_MOUSE,PRC2B_HUMAN,6,4.78,12.59,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Cytosol;Nucleoplasm,Vesicles,Cytosol;Nuclear bodies,N/A,Cytosol,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBP4,UBE2I,HUMAN,MOUSE,O75554,P63280,WBP4_HUMAN,UBC9_MOUSE,4,3.83,12.55,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,N/A,0,N/A,Nucleoplasm,Plasma membrane;Vesicles,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CPSF4,FIP1L1,HUMAN,MOUSE,O95639,Q9D824,CPSF4_HUMAN,FIP1_MOUSE,11,11.35,12.53,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,0,0,Nucleoplasm,N/A,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,BBS5,HUMAN,MOUSE,O94906,Q9CZQ9,PRP6_HUMAN,BBS5_MOUSE,8,8.88,12.52,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,N/A,0,N/A,Nuclear speckles,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HTATSF1,RPS27L,MOUSE,HUMAN,Q8BGC0,Q71UM5,HTSF1_MOUSE,RS27L_HUMAN,1,1.34,12.51,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,0,1,Nucleoplasm,N/A,Cytosol;Endoplasmic reticulum,Nucleoli,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM14,SF3B2,MOUSE,MOUSE,Q8C2Q3,Q3UJB0,RBM14_MOUSE,Q3UJB0_MOUSE,8,3.88,12.5,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,0,1,1,0,0,Nuclear speckles,N/A,Nuclear speckles,N/A,Nuclear speckles,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
YWHAG,PEG10,MOUSE,HUMAN,P61982,Q86TG7,1433G_MOUSE,PEG10_HUMAN,5,3.18,12.47,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,1,1,Cytosol,Nucleoli;Nucleoplasm,Cytosol,Nucleoplasm,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,1,0,798,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EIF4ENIF1,KPNA2,HUMAN,HUMAN,Q9NRA8,P52292,4ET_HUMAN,IMA1_HUMAN,1,1.49,12.44,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,1,1,1,Vesicles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,TFIP11,HUMAN,HUMAN,O94906,Q9UBB9,PRP6_HUMAN,TFP11_HUMAN,5,3.79,12.44,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,1,Nuclear speckles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CLK3,CLK2,HUMAN,HUMAN,P49761,P49760,CLK3_HUMAN,CLK2_HUMAN,7,8,12.43,0,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,0,Intermediate filaments;Nucleoplasm,N/A,Nucleoplasm,Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LUC7L,CLK2,HUMAN,HUMAN,Q9NQ29,P49760,LUC7L_HUMAN,CLK2_HUMAN,7,8.2,12.43,0,7.49,7.38,0,5,1,1,1,0,1,1,1,1,1,1,0,Nucleoplasm,Mitochondria,Nucleoplasm,Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UNKL,KRT31,HUMAN,HUMAN,Q9H9P5,Q15323,UNKL_HUMAN,K1H1_HUMAN,7,6.75,12.43,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,N/A,1,N/A,Cytosol,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM14,FUBP3,MOUSE,MOUSE,Q8C2Q3,Q3TIX6,RBM14_MOUSE,Q3TIX6_MOUSE,3,0,12.41,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,1,Nuclear speckles,N/A,Nucleoplasm,Cytosol,N/A,0,N/A,N/A,N/A,0,1,0,2761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBM42,HNRNPK,HUMAN,MOUSE,Q9BTD8,P61979,RBM42_HUMAN,HNRPK_MOUSE,9,6.36,12.4,1,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,1,0,Nucleoplasm,Cytosol,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,8693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP1,SRSF3,MOUSE,MOUSE,P60335,P84104,PCBP1_MOUSE,SRSF3_MOUSE,9,3.44,12.38,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,1,0,Nuclear speckles,Cytoplasmic bodies,Nucleoplasm,N/A,N/A,0,N/A,N/A,N/A,1,0,2967,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBP4,SF3B2,HUMAN,MOUSE,O75554,Q3UJB0,WBP4_HUMAN,Q3UJB0_MOUSE,6,6.2,12.37,0,N/A,N/A,N/A,N/A,0,0,1,0,1,1,1,1,1,0,0,Nucleoplasm,Plasma membrane;Vesicles,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SF1,KRT31,HUMAN,HUMAN,Q15637,Q15323,SF01_HUMAN,K1H1_HUMAN,3,3.73,12.36,0,7.51,9.22,0,5,0,0,0,0,0,1,0,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP2,SNRPA,HUMAN,HUMAN,Q15366,P09012,PCBP2_HUMAN,SNRPA_HUMAN,3,2.89,12.35,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,Nucleoplasm,Cytosol,Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,1,0,8656,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RPS27L,CLIP4,HUMAN,HUMAN,Q71UM5,Q8N3C7,RS27L_HUMAN,CLIP4_HUMAN,1,0,12.33,0,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,1,1,Cytosol;Endoplasmic reticulum,Nucleoli,Vesicles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBP4,CPSF6,HUMAN,MOUSE,O75554,Q6NVF9,WBP4_HUMAN,CPSF6_MOUSE,7,4.63,12.32,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,1,0,0,Nucleoplasm,Plasma membrane;Vesicles,Nuclear speckles;Nucleoplasm,N/A,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,791,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RBFOX2,RBM38,HUMAN,MOUSE,O43251,Q62176,RFOX2_HUMAN,RBM38_MOUSE,22,11.6,12.31,1,3.92,5.7,0,5,1,1,1,0,1,1,1,1,1,1,1,Nucleoplasm,Cytosol,Cytosol;Nucleoplasm,N/A,Cytosol;Nucleoplasm,0,N/A,N/A,N/A,1,0,10995,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEF1,DMRTB1,MOUSE,HUMAN,Q8BFY6,Q96MA1,PEF1_MOUSE,DMRTB_HUMAN,10,9.63,12.31,0,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,0,N/A,1,N/A,Cytosol;Nucleoplasm,Vesicles,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SRSF8,CLK2,HUMAN,HUMAN,Q9BRL6,P49760,SRSF8_HUMAN,CLK2_HUMAN,9,6.54,12.31,1,N/A,N/A,N/A,N/A,0,1,1,0,1,1,1,1,1,1,0,Nucleoplasm,Cytosol,Nucleoplasm,Nuclear bodies,Nucleoplasm,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUSP14,DMRTB1,MOUSE,HUMAN,Q9JLY7,Q96MA1,DUS14_MOUSE,DMRTB_HUMAN,8,7.26,12.3,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,N/A,1,N/A,Cytosol;Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SNRPC,RBFOX2,HUMAN,HUMAN,P09234,O43251,RU1C_HUMAN,RFOX2_HUMAN,17,6.99,12.29,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,Nucleoplasm,N/A,Nucleoplasm,Cytosol,Nucleoplasm,0,N/A,N/A,N/A,0,1,0,10995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HTATSF1,SNRPE,MOUSE,HUMAN,Q8BGC0,P62304,HTSF1_MOUSE,RUXE_HUMAN,1,1.73,12.25,0,N/A,N/A,N/A,N/A,0,1,1,0,1,1,1,1,N/A,0,N/A,Nucleoplasm,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRPF6,EXOSC7,HUMAN,HUMAN,O94906,Q15024,PRP6_HUMAN,EXOS7_HUMAN,6,4.78,12.25,1,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,1,0,0,Nuclear speckles,N/A,Nuclear speckles,N/A,Nuclear speckles,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBP3,RBM14,HUMAN,MOUSE,P57721,Q8C2Q3,PCBP3_HUMAN,RBM14_MOUSE,3,1.54,12.24,0,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,1,0,Mitochondria;Nucleoplasm,Vesicles,Nuclear speckles,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSNAX,KRT31,MOUSE,HUMAN,Q9QZE7,Q15323,TSNAX_MOUSE,K1H1_HUMAN,8,8.91,12.24,0,N/A,N/A,N/A,N/A,0,0,0,1,1,1,1,1,N/A,1,N/A,Nucleoplasm,Cytosol;Golgi apparatus,N/A,N/A,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
